id,customer_id,channel_id,channel_code,channel_name,enrolled_at,enrollment_method,enrolled_by,status,status_reason,status_updated_at,username,alias,two_factor_enabled,auth_method,last_login_at,failed_login_attempts,locked_until,daily_transaction_limit,per_transaction_limit,monthly_transaction_limit,cash_withdrawal_limit,transfer_limit,bill_payment_limit,max_transactions_per_day,ip_whitelist,geo_restriction_flag,ussd_pin_set,ussd_last_access,mobile_app_version,push_notifications_enabled,security_questions_set,password_last_changed,transaction_fee_profile_id,sms_alerts_enabled,email_alerts_enabled,suspicious_activity_flag,last_suspicious_activity_date,created_at,updated_at
CCE-000001412,CUST-000202,CH-005,CH-005,SMS,2024-06-10,call_center,system_seed,active,In good standing.,2024-09-12,user_cust-000202_ch-005,CUST-000202-CH-005,False,otp_email,2024-07-28,2,,5388.34,826.53,95305.11,1239.59,516.43,5208.9,19,10.10.10.0/24,False,True,2024-10-04,n/a,False,True,2024-08-08,TFP-267,False,True,False,2024-09-24,2024-06-10,2024-10-04
CCE-000001413,CUST-000202,CH-006,CH-006,Call Center,2024-05-24,self_service,EMP-000007,active,In good standing.,2025-02-24,user_cust-000202_ch-006,CUST-000202-CH-006,False,otp_email,2025-02-19,0,,5622.74,2083.18,105007.88,488.13,5439.49,2948.19,13,0.0.0.0/0,False,False,2024-09-02,n/a,False,True,2024-07-17,TFP-750,True,True,False,2024-12-25,2024-05-24,2025-02-27
CCE-000001414,CUST-000202,CH-007,CH-007,Operations Bridge,2024-05-28,branch_assisted,EMP-000001,active,In good standing.,2025-03-27,user_cust-000202_ch-007,CUST-000202-CH-007,False,otp_email,2025-02-11,2,,8158.09,2106.43,74280.5,1191.0,4576.66,8953.44,11,0.0.0.0/0,False,False,2024-06-04,n/a,False,True,2024-07-01,TFP-501,True,True,False,2024-10-30,2024-05-28,2025-04-01
CCE-000001415,CUST-000203,CH-001,CH-001,Branch Network,2025-10-21,branch_assisted,system_seed,active,In good standing.,2025-12-19,user_cust-000203_ch-001,CUST-000203-CH-001,False,otp_sms,2025-12-05,0,,8800.63,2739.93,122225.45,424.78,6107.05,4908.66,18,0.0.0.0/0,False,False,2025-12-19,n/a,False,True,2026-03-21,TFP-448,True,True,False,2026-02-04,2025-10-21,2025-12-20
CCE-000001416,CUST-000203,CH-002,CH-002,Online Banking,2025-12-01,branch_assisted,system_seed,active,In good standing.,2025-12-07,user_cust-000203_ch-002,CUST-000203-CH-002,True,password,2025-10-13,1,,3005.49,1073.78,115133.32,1215.1,7687.25,7769.82,21,0.0.0.0/0,False,False,2026-01-10,n/a,False,True,2026-01-06,TFP-522,True,True,True,2026-05-01,2025-12-01,2025-12-24
CCE-000001417,CUST-000203,CH-003,CH-003,Mobile App,2025-11-12,self_service,system_seed,active,In good standing.,2026-03-01,user_cust-000203_ch-003,CUST-000203-CH-003,True,password,2026-01-17,0,,5526.86,1340.86,105403.3,1231.93,1786.38,757.45,14,0.0.0.0/0,True,False,2025-11-23,4.1.0,True,True,2026-03-28,TFP-709,True,True,False,2026-05-01,2025-11-12,2026-03-20
CCE-000001418,CUST-000203,CH-004,CH-004,Email,2025-11-21,self_service,system_seed,suspended,Security review,2025-12-01,user_cust-000203_ch-004,CUST-000203-CH-004,False,otp_email,2025-11-22,2,,5846.08,1321.34,102893.59,846.42,3497.14,8348.07,6,0.0.0.0/0,False,False,2026-03-02,n/a,False,True,2025-12-05,TFP-737,True,True,False,2026-05-01,2025-11-21,2025-12-16
CCE-000001419,CUST-000203,CH-005,CH-005,SMS,2025-11-06,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000203_ch-005,CUST-000203-CH-005,False,biometric,2026-05-01,1,,7898.03,2902.66,94733.59,450.04,7740.59,1595.34,15,0.0.0.0/0,False,True,2026-01-27,n/a,False,True,2026-04-17,TFP-608,False,True,False,2026-03-03,2025-11-06,2026-05-01
CCE-000001420,CUST-000203,CH-006,CH-006,Call Center,2025-11-26,call_center,system_seed,suspended,Security review,2026-05-01,user_cust-000203_ch-006,CUST-000203-CH-006,False,otp_sms,2026-05-01,3,2026-05-02,2695.33,3999.74,94346.55,723.92,7507.06,4164.42,14,0.0.0.0/0,False,False,2026-01-18,n/a,False,True,2026-05-01,TFP-631,True,False,False,2026-05-01,2025-11-26,2026-05-01
CCE-000001421,CUST-000203,CH-007,CH-007,Operations Bridge,2025-12-02,call_center,EMP-000007,active,In good standing.,2026-02-01,user_cust-000203_ch-007,CUST-000203-CH-007,False,otp_email,2026-01-22,2,,2920.77,885.21,83139.15,372.78,1143.31,8362.52,7,0.0.0.0/0,False,False,2025-12-19,n/a,False,True,2026-03-20,TFP-180,True,True,False,2026-01-15,2025-12-02,2026-02-19
CCE-000001422,CUST-000204,CH-001,CH-001,Branch Network,2024-12-09,call_center,system_seed,active,In good standing.,2025-01-23,user_cust-000204_ch-001,CUST-000204-CH-001,False,biometric,2024-12-26,1,,5830.2,3841.92,68188.5,855.12,5394.69,10096.81,4,0.0.0.0/0,False,False,2025-02-23,n/a,False,False,2025-04-30,TFP-908,True,True,False,2025-06-27,2024-12-09,2025-02-02
CCE-000001423,CUST-000204,CH-002,CH-002,Online Banking,2024-11-23,call_center,system_seed,active,In good standing.,2025-08-22,user_cust-000204_ch-002,CUST-000204-CH-002,True,biometric,2025-08-10,2,,1899.7,2655.31,102475.81,897.54,6185.12,8982.51,12,10.10.10.0/24,True,False,2025-02-19,n/a,False,True,2025-01-10,TFP-507,True,True,False,2025-06-04,2024-11-23,2025-08-27
CCE-000001424,CUST-000204,CH-003,CH-003,Mobile App,2024-12-20,branch_assisted,EMP-000001,inactive,Security review,2025-09-30,user_cust-000204_ch-003,CUST-000204-CH-003,True,otp_sms,2025-08-20,0,,6213.11,4005.32,49473.84,505.68,625.81,6619.03,13,0.0.0.0/0,False,False,2025-02-08,4.0.1,True,True,2025-02-11,TFP-288,True,True,False,2025-09-07,2024-12-20,2025-10-02
CCE-000001425,CUST-000204,CH-004,CH-004,Email,2024-12-27,branch_assisted,system_seed,active,In good standing.,2025-04-04,user_cust-000204_ch-004,CUST-000204-CH-004,False,biometric,2025-02-15,2,,5867.77,1711.49,41282.43,956.37,4328.34,8124.75,19,0.0.0.0/0,False,False,2025-03-07,n/a,False,True,2025-04-09,TFP-601,False,False,False,2025-07-04,2024-12-27,2025-04-09
CCE-000001426,CUST-000204,CH-005,CH-005,SMS,2024-12-25,self_service,EMP-000001,active,In good standing.,2025-07-08,user_cust-000204_ch-005,CUST-000204-CH-005,False,biometric,2025-05-15,3,2026-05-02,1664.56,3690.36,124281.54,744.03,1871.71,7846.07,27,0.0.0.0/0,False,True,2025-01-30,n/a,False,True,2025-04-11,TFP-989,True,False,False,2025-10-05,2024-12-25,2025-07-21
CCE-000001427,CUST-000204,CH-006,CH-006,Call Center,2024-12-04,call_center,EMP-000001,active,In good standing.,2024-12-14,user_cust-000204_ch-006,CUST-000204-CH-006,False,otp_sms,2024-11-01,0,,2156.97,3366.96,108637.5,807.86,4916.22,1670.42,19,0.0.0.0/0,False,False,2025-02-08,n/a,False,False,2024-12-29,TFP-268,True,True,False,2025-05-23,2024-12-04,2024-12-29
CCE-000001428,CUST-000204,CH-007,CH-007,Operations Bridge,2025-01-05,call_center,system_seed,active,In good standing.,2025-08-14,user_cust-000204_ch-007,CUST-000204-CH-007,False,biometric,2025-07-11,0,,4537.62,3307.62,85393.21,479.94,5982.78,3452.27,14,0.0.0.0/0,False,False,2025-03-13,n/a,False,True,2025-04-11,TFP-874,True,True,False,2025-05-24,2025-01-05,2025-08-25
CCE-000001429,CUST-000205,CH-001,CH-001,Branch Network,2026-06-25,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000205_ch-001,CUST-000205-CH-001,False,otp_email,2026-05-01,0,,5518.4,1414.39,122204.83,637.7,1689.01,10437.06,23,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-981,False,True,False,2026-05-01,2026-06-25,2026-05-01
CCE-000001430,CUST-000205,CH-002,CH-002,Online Banking,2026-05-22,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000205_ch-002,CUST-000205-CH-002,True,otp_sms,2026-05-01,0,,2883.96,3088.96,110796.01,393.79,5986.25,4067.2,17,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-183,True,True,False,2026-05-01,2026-05-22,2026-05-01
CCE-000001431,CUST-000205,CH-003,CH-003,Mobile App,2026-06-06,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000205_ch-003,CUST-000205-CH-003,False,password,2026-05-01,1,,1720.96,1802.2,86834.76,888.01,3022.55,1087.36,7,0.0.0.0/0,False,False,2026-05-01,4.1.0,True,True,2026-05-01,TFP-805,True,True,False,2026-05-01,2026-06-06,2026-05-01
CCE-000001432,CUST-000205,CH-004,CH-004,Email,2026-06-04,self_service,EMP-000001,active,In good standing.,2026-05-01,user_cust-000205_ch-004,CUST-000205-CH-004,False,otp_sms,2026-05-01,2,,5093.32,1613.3,30343.47,405.73,6996.26,10740.96,13,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-359,False,True,False,2026-05-01,2026-06-04,2026-05-01
CCE-000001433,CUST-000205,CH-005,CH-005,SMS,2026-06-21,call_center,EMP-000001,active,In good standing.,2026-05-01,user_cust-000205_ch-005,CUST-000205-CH-005,False,otp_sms,2026-05-01,0,,8529.53,1602.01,80111.25,735.45,1837.67,6273.06,12,0.0.0.0/0,False,True,2026-05-01,n/a,False,True,2026-05-01,TFP-271,True,True,False,2026-05-01,2026-06-21,2026-05-01
CCE-000001434,CUST-000205,CH-006,CH-006,Call Center,2026-06-22,self_service,EMP-000001,active,In good standing.,2026-05-01,user_cust-000205_ch-006,CUST-000205-CH-006,False,otp_sms,2026-05-01,1,,4349.61,1988.67,98143.8,895.69,7190.53,703.84,12,10.10.10.0/24,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-662,False,True,False,2026-05-01,2026-06-22,2026-05-01
CCE-000001435,CUST-000205,CH-007,CH-007,Operations Bridge,2026-05-24,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000205_ch-007,CUST-000205-CH-007,False,biometric,2026-05-01,3,2026-05-02,3359.53,1904.86,49640.01,1211.39,2627.12,2642.69,27,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-849,True,True,False,2026-05-01,2026-05-24,2026-05-01
CCE-000001436,CUST-000206,CH-001,CH-001,Branch Network,2024-05-20,branch_assisted,EMP-000007,active,In good standing.,2024-06-16,user_cust-000206_ch-001,CUST-000206-CH-001,False,biometric,2024-05-31,0,,1826.2,407.44,84460.42,645.31,6352.96,10720.67,23,0.0.0.0/0,False,False,2024-08-16,n/a,False,True,2024-10-28,TFP-789,True,True,False,2024-10-17,2024-05-20,2024-06-26
CCE-000001437,CUST-000206,CH-002,CH-002,Online Banking,2024-06-11,self_service,EMP-000007,active,In good standing.,2024-11-26,user_cust-000206_ch-002,CUST-000206-CH-002,True,password,2024-11-24,1,,9319.24,4002.26,36380.21,1228.59,1316.4,4350.41,15,0.0.0.0/0,False,False,2024-06-22,n/a,False,True,2024-10-18,TFP-785,True,True,False,2024-12-22,2024-06-11,2024-11-29
CCE-000001438,CUST-000206,CH-003,CH-003,Mobile App,2024-06-12,branch_assisted,EMP-000007,active,In good standing.,2024-12-23,user_cust-000206_ch-003,CUST-000206-CH-003,True,password,2024-11-14,0,,2412.38,1849.4,71155.33,741.87,2494.63,6150.79,20,0.0.0.0/0,False,False,2024-06-29,3.9.2,False,True,2024-06-26,TFP-455,True,True,False,2024-07-21,2024-06-12,2024-12-30
CCE-000001439,CUST-000206,CH-004,CH-004,Email,2024-05-16,self_service,EMP-000007,inactive,Customer request,2025-06-27,user_cust-000206_ch-004,CUST-000206-CH-004,False,otp_email,2025-05-13,0,,9266.71,1497.68,106287.65,594.12,5037.65,5983.52,9,0.0.0.0/0,False,False,2024-08-09,n/a,False,True,2024-05-26,TFP-626,True,True,False,2024-08-21,2024-05-16,2025-07-14
CCE-000001440,CUST-000206,CH-005,CH-005,SMS,2024-06-08,branch_assisted,EMP-000007,active,In good standing.,2025-04-26,user_cust-000206_ch-005,CUST-000206-CH-005,False,password,2025-04-24,0,,6585.4,630.83,97849.47,356.74,6247.59,1325.4,14,10.10.10.0/24,False,True,2024-09-28,n/a,False,True,2024-12-02,TFP-974,True,True,False,2024-11-20,2024-06-08,2025-05-14
CCE-000001441,CUST-000206,CH-006,CH-006,Call Center,2024-06-06,call_center,EMP-000007,inactive,Inactivity policy,2024-09-22,user_cust-000206_ch-006,CUST-000206-CH-006,False,password,2024-09-03,0,,7467.38,3699.43,58660.17,863.05,5339.07,2938.95,27,0.0.0.0/0,False,False,2024-08-25,n/a,False,True,2024-06-27,TFP-705,True,True,False,2025-02-18,2024-06-06,2024-10-01
CCE-000001442,CUST-000206,CH-007,CH-007,Operations Bridge,2024-05-10,call_center,system_seed,active,In good standing.,2024-06-30,user_cust-000206_ch-007,CUST-000206-CH-007,False,otp_email,2024-06-20,0,,6114.35,1833.81,125997.92,319.29,1208.98,7096.44,16,0.0.0.0/0,False,False,2024-07-15,n/a,False,False,2024-07-26,TFP-748,False,True,False,2025-01-16,2024-05-10,2024-07-14
CCE-000001443,CUST-000207,CH-001,CH-001,Branch Network,2024-10-18,self_service,EMP-000001,active,In good standing.,2025-10-31,user_cust-000207_ch-001,CUST-000207-CH-001,False,password,2025-09-23,2,,6330.31,1888.53,95824.15,812.79,1868.55,7272.01,19,10.10.10.0/24,False,False,2024-11-01,n/a,False,True,2025-03-31,TFP-295,True,True,False,2025-01-30,2024-10-18,2025-11-15
CCE-000001444,CUST-000207,CH-002,CH-002,Online Banking,2024-11-04,self_service,system_seed,active,In good standing.,2025-02-09,user_cust-000207_ch-002,CUST-000207-CH-002,True,otp_sms,2024-12-26,2,,7700.17,2187.28,66178.74,276.58,2460.47,4509.64,19,0.0.0.0/0,False,False,2025-01-12,n/a,False,True,2024-11-17,TFP-589,True,True,False,2025-02-21,2024-11-04,2025-02-19
CCE-000001445,CUST-000207,CH-003,CH-003,Mobile App,2024-11-21,self_service,system_seed,active,In good standing.,2025-05-08,user_cust-000207_ch-003,CUST-000207-CH-003,False,otp_sms,2025-04-11,0,,2004.01,2737.81,125439.66,310.03,5941.83,1817.55,7,10.10.10.0/24,False,False,2024-12-01,4.1.0,True,True,2025-03-28,TFP-602,True,True,False,2025-04-23,2024-11-21,2025-05-22
CCE-000001446,CUST-000207,CH-004,CH-004,Email,2024-11-03,call_center,EMP-000007,active,In good standing.,2025-08-14,user_cust-000207_ch-004,CUST-000207-CH-004,False,otp_sms,2025-07-14,3,2026-05-02,2203.48,729.59,76470.17,800.26,6757.02,4499.44,25,0.0.0.0/0,False,False,2025-01-08,n/a,False,True,2025-04-22,TFP-414,False,True,False,2025-08-22,2024-11-03,2025-08-26
CCE-000001447,CUST-000207,CH-005,CH-005,SMS,2024-10-26,call_center,system_seed,active,In good standing.,2025-09-17,user_cust-000207_ch-005,CUST-000207-CH-005,False,biometric,2025-08-24,1,,3441.64,2369.69,65058.44,269.96,1859.96,877.48,17,0.0.0.0/0,False,True,2024-12-28,n/a,False,True,2024-11-16,TFP-469,True,False,False,2025-07-13,2024-10-26,2025-10-01
CCE-000001448,CUST-000207,CH-006,CH-006,Call Center,2024-11-13,call_center,EMP-000007,active,In good standing.,2024-12-02,user_cust-000207_ch-006,CUST-000207-CH-006,False,password,2024-11-25,2,,1544.33,2806.38,58346.94,378.13,6424.36,6637.45,19,0.0.0.0/0,False,False,2025-03-06,n/a,False,True,2024-12-12,TFP-141,True,True,False,2025-05-15,2024-11-13,2024-12-12
CCE-000001449,CUST-000207,CH-007,CH-007,Operations Bridge,2024-11-10,self_service,EMP-000007,active,In good standing.,2025-11-04,user_cust-000207_ch-007,CUST-000207-CH-007,False,otp_sms,2025-10-10,3,2026-05-02,3933.88,3985.44,35421.16,1273.36,6209.05,6840.63,18,0.0.0.0/0,True,False,2024-11-26,n/a,False,False,2025-04-07,TFP-356,True,True,False,2025-07-18,2024-11-10,2025-11-17
CCE-000001450,CUST-000208,CH-001,CH-001,Branch Network,2024-08-14,self_service,EMP-000001,active,In good standing.,2025-06-11,user_cust-000208_ch-001,CUST-000208-CH-001,False,otp_email,2025-04-18,0,,5012.44,1488.09,65081.47,577.91,2322.53,5562.78,16,0.0.0.0/0,False,False,2024-10-06,n/a,False,True,2024-08-24,TFP-151,True,True,False,2024-09-26,2024-08-14,2025-06-24
CCE-000001451,CUST-000208,CH-002,CH-002,Online Banking,2024-09-04,call_center,EMP-000007,active,In good standing.,2025-08-13,user_cust-000208_ch-002,CUST-000208-CH-002,False,otp_sms,2025-07-29,3,2026-05-02,5892.82,2375.76,24817.46,454.12,5368.53,10935.86,5,10.10.10.0/24,False,False,2024-10-31,n/a,False,True,2024-11-10,TFP-962,True,True,False,2024-12-17,2024-09-04,2025-08-26
CCE-000001452,CUST-000208,CH-003,CH-003,Mobile App,2024-07-31,branch_assisted,EMP-000001,active,In good standing.,2025-05-29,user_cust-000208_ch-003,CUST-000208-CH-003,True,biometric,2025-04-14,3,2026-05-02,5250.18,2041.8,69761.0,310.05,888.89,1325.9,3,0.0.0.0/0,False,False,2024-09-04,3.9.2,True,False,2024-09-02,TFP-162,True,True,False,2024-09-23,2024-07-31,2025-06-01
CCE-000001453,CUST-000208,CH-004,CH-004,Email,2024-08-18,branch_assisted,EMP-000007,active,In good standing.,2025-09-30,user_cust-000208_ch-004,CUST-000208-CH-004,False,otp_email,2025-08-30,2,,8617.82,4133.3,84494.86,1198.4,6457.69,3974.22,7,0.0.0.0/0,False,False,2024-11-29,n/a,False,True,2024-11-29,TFP-981,True,True,False,2024-09-30,2024-08-18,2025-10-08
CCE-000001454,CUST-000208,CH-005,CH-005,SMS,2024-07-23,self_service,EMP-000001,active,In good standing.,2025-05-19,user_cust-000208_ch-005,CUST-000208-CH-005,False,otp_email,2025-03-22,0,,3019.68,1730.33,93833.13,1289.37,5608.84,9992.73,4,0.0.0.0/0,False,True,2024-07-29,n/a,False,True,2024-08-04,TFP-252,True,True,False,2024-12-23,2024-07-23,2025-05-23
CCE-000001455,CUST-000208,CH-006,CH-006,Call Center,2024-08-24,branch_assisted,EMP-000001,active,In good standing.,2024-11-21,user_cust-000208_ch-006,CUST-000208-CH-006,False,otp_sms,2024-09-23,0,,7516.11,2357.04,58114.41,894.95,3475.64,1549.72,7,0.0.0.0/0,False,False,2024-08-28,n/a,False,True,2024-09-20,TFP-791,True,True,False,2025-01-04,2024-08-24,2024-12-11
CCE-000001456,CUST-000208,CH-007,CH-007,Operations Bridge,2024-08-01,self_service,EMP-000007,active,In good standing.,2025-08-13,user_cust-000208_ch-007,CUST-000208-CH-007,False,password,2025-08-04,1,,9137.31,2524.48,107628.45,692.91,1995.63,5330.42,8,0.0.0.0/0,False,False,2024-09-20,n/a,False,True,2024-12-30,TFP-186,True,True,False,2024-12-07,2024-08-01,2025-08-31
CCE-000001457,CUST-000209,CH-001,CH-001,Branch Network,2026-01-04,branch_assisted,EMP-000001,active,In good standing.,2026-05-01,user_cust-000209_ch-001,CUST-000209-CH-001,False,biometric,2026-05-01,0,,8266.65,2114.6,67243.36,443.99,4602.79,4263.27,11,0.0.0.0/0,False,False,2026-03-01,n/a,False,True,2026-04-27,TFP-103,True,True,False,2026-02-08,2026-01-04,2026-05-01
CCE-000001458,CUST-000209,CH-002,CH-002,Online Banking,2025-12-18,self_service,EMP-000001,active,In good standing.,2026-05-01,user_cust-000209_ch-002,CUST-000209-CH-002,True,biometric,2026-05-01,1,,6724.15,1477.83,83480.19,1008.5,3881.89,3308.73,7,0.0.0.0/0,False,False,2026-01-13,n/a,False,False,2026-05-01,TFP-822,True,False,False,2026-03-30,2025-12-18,2026-05-01
CCE-000001459,CUST-000209,CH-003,CH-003,Mobile App,2025-12-30,self_service,EMP-000001,active,In good standing.,2026-05-01,user_cust-000209_ch-003,CUST-000209-CH-003,True,otp_email,2026-05-01,0,,6285.47,3745.25,110854.49,616.41,5857.05,6340.52,12,0.0.0.0/0,False,False,2026-04-15,3.9.2,True,True,2026-02-14,TFP-902,True,True,False,2026-02-23,2025-12-30,2026-05-01
CCE-000001460,CUST-000209,CH-004,CH-004,Email,2025-12-17,self_service,system_seed,active,In good standing.,2026-02-26,user_cust-000209_ch-004,CUST-000209-CH-004,False,biometric,2026-02-26,2,,3974.65,2862.09,56342.76,1057.03,5573.26,3198.83,12,0.0.0.0/0,False,False,2026-03-22,n/a,False,True,2026-05-01,TFP-116,True,True,False,2026-04-29,2025-12-17,2026-02-27
CCE-000001461,CUST-000209,CH-005,CH-005,SMS,2025-12-24,call_center,EMP-000001,active,In good standing.,2025-12-31,user_cust-000209_ch-005,CUST-000209-CH-005,False,otp_email,2025-11-25,0,,5271.31,1479.76,62063.62,489.77,4869.39,2087.59,20,10.10.10.0/24,False,True,2026-01-31,n/a,False,False,2026-05-01,TFP-707,True,True,False,2026-02-15,2025-12-24,2026-01-21
CCE-000001462,CUST-000209,CH-006,CH-006,Call Center,2026-01-16,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000209_ch-006,CUST-000209-CH-006,False,otp_sms,2026-05-01,2,,9218.57,3784.51,48245.06,1014.97,2905.49,780.94,12,0.0.0.0/0,False,False,2026-03-14,n/a,False,True,2026-03-17,TFP-315,True,False,False,2026-02-24,2026-01-16,2026-05-01
CCE-000001463,CUST-000209,CH-007,CH-007,Operations Bridge,2025-12-30,call_center,EMP-000001,active,In good standing.,2026-02-13,user_cust-000209_ch-007,CUST-000209-CH-007,False,password,2025-12-31,1,,1896.27,1802.48,76856.07,507.48,5000.89,3850.44,17,0.0.0.0/0,False,False,2026-04-26,n/a,False,False,2026-03-20,TFP-549,True,False,False,2026-02-28,2025-12-30,2026-02-26
CCE-000001464,CUST-000210,CH-001,CH-001,Branch Network,2024-10-17,call_center,EMP-000007,active,In good standing.,2024-11-09,user_cust-000210_ch-001,CUST-000210-CH-001,False,otp_sms,2024-10-24,2,,6167.97,1394.88,81288.56,324.47,1581.11,4323.96,26,10.10.10.0/24,True,False,2024-10-19,n/a,False,True,2024-10-28,TFP-198,True,False,False,2025-07-13,2024-10-17,2024-11-17
CCE-000001465,CUST-000210,CH-002,CH-002,Online Banking,2024-10-21,self_service,system_seed,active,In good standing.,2025-07-12,user_cust-000210_ch-002,CUST-000210-CH-002,True,biometric,2025-06-22,0,,3411.11,2737.84,94419.38,632.89,2668.07,6736.48,20,0.0.0.0/0,False,False,2025-01-08,n/a,False,True,2025-04-01,TFP-440,True,True,False,2025-02-01,2024-10-21,2025-08-02
CCE-000001466,CUST-000210,CH-003,CH-003,Mobile App,2024-10-20,branch_assisted,EMP-000001,active,In good standing.,2025-07-11,user_cust-000210_ch-003,CUST-000210-CH-003,True,otp_sms,2025-06-03,0,,6175.91,524.72,54255.47,342.95,1696.84,4327.11,11,0.0.0.0/0,False,False,2024-11-25,3.9.2,True,True,2025-03-26,TFP-799,False,True,False,2025-02-17,2024-10-20,2025-07-29
CCE-000001467,CUST-000210,CH-004,CH-004,Email,2024-09-17,self_service,EMP-000001,active,In good standing.,2025-02-23,user_cust-000210_ch-004,CUST-000210-CH-004,False,password,2025-02-02,1,,7828.62,1891.73,123086.62,818.62,4056.36,5865.94,22,0.0.0.0/0,False,False,2024-11-03,n/a,False,True,2025-01-22,TFP-953,True,True,False,2025-03-15,2024-09-17,2025-03-08
CCE-000001468,CUST-000210,CH-005,CH-005,SMS,2024-10-21,self_service,system_seed,active,In good standing.,2025-06-26,user_cust-000210_ch-005,CUST-000210-CH-005,False,biometric,2025-06-06,3,2026-05-02,9433.09,1127.35,109073.66,685.06,5257.27,10205.14,12,0.0.0.0/0,True,True,2024-12-31,n/a,False,True,2024-12-11,TFP-433,True,True,False,2025-08-19,2024-10-21,2025-07-15
CCE-000001469,CUST-000210,CH-006,CH-006,Call Center,2024-09-15,call_center,system_seed,inactive,Customer request,2025-09-05,user_cust-000210_ch-006,CUST-000210-CH-006,False,biometric,2025-07-27,0,,8940.89,2650.02,121467.56,1184.85,2290.57,5106.6,24,0.0.0.0/0,False,False,2024-11-04,n/a,False,True,2025-02-17,TFP-794,True,True,False,2025-04-05,2024-09-15,2025-09-18
CCE-000001470,CUST-000210,CH-007,CH-007,Operations Bridge,2024-10-20,call_center,EMP-000007,active,In good standing.,2025-07-28,user_cust-000210_ch-007,CUST-000210-CH-007,False,biometric,2025-05-31,3,2026-05-02,4477.13,1558.84,52505.19,472.34,1855.75,9662.65,6,0.0.0.0/0,False,False,2024-12-31,n/a,False,True,2025-03-13,TFP-739,True,True,False,2025-04-19,2024-10-20,2025-07-30
CCE-000001471,CUST-000211,CH-001,CH-001,Branch Network,2026-10-08,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000211_ch-001,CUST-000211-CH-001,False,otp_sms,2026-05-01,1,,2353.65,803.54,53979.39,360.23,6160.85,5926.14,15,10.10.10.0/24,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-173,True,True,False,2026-05-01,2026-10-08,2026-05-01
CCE-000001472,CUST-000211,CH-002,CH-002,Online Banking,2026-09-24,self_service,system_seed,active,In good standing.,2026-05-01,user_cust-000211_ch-002,CUST-000211-CH-002,True,otp_sms,2026-05-01,3,2026-05-02,8331.28,2461.83,40461.38,480.5,6788.65,7658.01,27,0.0.0.0/0,True,False,2026-05-01,n/a,False,True,2026-05-01,TFP-656,True,True,False,2026-05-01,2026-09-24,2026-05-01
CCE-000001473,CUST-000211,CH-003,CH-003,Mobile App,2026-10-05,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000211_ch-003,CUST-000211-CH-003,True,otp_sms,2026-05-01,3,2026-05-02,7160.16,2512.95,41527.35,781.18,4294.1,5029.11,15,0.0.0.0/0,False,False,2026-05-01,4.1.0,True,True,2026-05-01,TFP-677,True,True,False,2026-05-01,2026-10-05,2026-05-01
CCE-000001474,CUST-000211,CH-004,CH-004,Email,2026-09-29,call_center,system_seed,inactive,Inactivity policy,2026-05-01,user_cust-000211_ch-004,CUST-000211-CH-004,False,otp_sms,2026-05-01,2,,6641.49,2677.34,117711.99,1277.79,4026.19,6888.49,14,0.0.0.0/0,False,False,2026-05-01,n/a,False,False,2026-05-01,TFP-295,True,True,False,2026-05-01,2026-09-29,2026-05-01
CCE-000001475,CUST-000211,CH-005,CH-005,SMS,2026-09-23,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000211_ch-005,CUST-000211-CH-005,False,otp_email,2026-05-01,3,2026-05-02,5960.97,1324.86,104338.55,328.54,2640.0,4163.94,12,0.0.0.0/0,False,True,2026-05-01,n/a,False,True,2026-05-01,TFP-440,True,True,False,2026-05-01,2026-09-23,2026-05-01
CCE-000001476,CUST-000211,CH-006,CH-006,Call Center,2026-09-13,branch_assisted,EMP-000007,active,In good standing.,2026-05-01,user_cust-000211_ch-006,CUST-000211-CH-006,False,otp_sms,2026-05-01,0,,7167.27,2305.44,69157.51,910.37,1837.8,10790.55,11,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-423,True,True,False,2026-05-01,2026-09-13,2026-05-01
CCE-000001477,CUST-000211,CH-007,CH-007,Operations Bridge,2026-10-14,branch_assisted,system_seed,active,In good standing.,2026-05-01,user_cust-000211_ch-007,CUST-000211-CH-007,False,otp_email,2026-05-01,2,,2218.98,2843.76,43227.3,703.53,3106.24,10764.93,24,0.0.0.0/0,False,False,2026-05-01,n/a,False,True,2026-05-01,TFP-933,True,False,False,2026-05-01,2026-10-14,2026-05-01
